mzround	mz.x	time	DW_20180105_019	DW_20180105_043	DW_20180105_067	DW_20180105_103	DW_20180105_127	DW_20180105_013	DW_20180105_037	DW_20180105_061	DW_20180105_097	DW_20180105_121	Pathway	Overlap size	Pathway size	p-value	Empirical ID	massfeature_rows	Adduct	KEGG ID	compound_annotation	mz.y	retention_time	p.value	statistic	Truncated annotation
169.0584353	169.058435274763	80.3371523480018	7030026.33333333	20129793	15708352	18946365.6666667	16286315.3333333	11158642.3333333	10459368	34947662.6666667	11748687.3333333	18264101	Tyrosine metabolism	8	34	0.039015934	E424	row5486	M+Na[1+]	C00819;C00064;C05100	D-Glutamine; D-2-Aminoglutaramic acid$L-Glutamine; L-2-Aminoglutaramic acid$3-Ureidoisobutyrate	169.0584353	80.33715235	0.87318	0.16481	D-Glutamine; D-2-Aminoglutaramic ac
169.0584353	169.058435274763	80.3371523480018	7030026.33333333	20129793	15708352	18946365.6666667	16286315.3333333	11158642.3333333	10459368	34947662.6666667	11748687.3333333	18264101	Aspartate and asparagine metabolism	12	44	0.005217643	E424	row5486	M+Na[1+]	C00819;C00064;C05100	D-Glutamine; D-2-Aminoglutaramic acid$L-Glutamine; L-2-Aminoglutaramic acid$3-Ureidoisobutyrate	169.0584353	80.33715235	0.87318	0.16481	D-Glutamine; D-2-Aminoglutaramic ac
173.0209911	173.020991116345	126.781507834995	5030498.66666667	1789316.33333333	3475776.33333333	848621	1744450.33333333	20088909.3333333	21411849	4103540.66666667	20725759.3333333	11779147.6666667	Glycerophospholipid metabolism	7	27	0.029708378	E495	row233	M+H[1+]	C00093	sn-Glycerol 3-phosphate; Glycerophosphoric acid; D-Glycerol 1-phosphate; Glycerol-3-phosphate	173.0209911	126.7815078	0.0032251	4.1463	sn-Glycerol 3-phosphate; Glyceropho
173.0210125	173.021012537302	263.017240434101	469327	1084615.66666667	626946.333333333	885281.666666667	613335	2199207.33333333	2300988	6556218.66666667	2509519.66666667	3711769	Glycerophospholipid metabolism	7	27	0.029708378	E382	row88	M+H[1+]	C00093	sn-Glycerol 3-phosphate; Glycerophosphoric acid; D-Glycerol 1-phosphate; Glycerol-3-phosphate	173.0210125	263.0172404	3.5413e-4	5.9189	sn-Glycerol 3-phosphate; Glyceropho
175.1076739	175.107673906917	73.3565566358554	2068524.5	122718.833333334	847611.5	122718.833333334	122718.833333334	4253312	3186346	8698296	3325649.33333333	4483634.33333333	Aspartate and asparagine metabolism	12	44	0.005217643	E73	row225	M+H[1+]	C00437	N-Acetylornithine; N2-Acetyl-L-ornithine	175.1076739	73.35655664	0.0029191	4.2192	N-Acetylornithine; N2-Acetyl-L-orni
176.1030798	176.103079838448	85.7815989516264	2979624.66666667	1374097.5	2205244.33333333	3307281.66666667	1223477.33333333	5732918.33333333	12059629	5901441.33333333	6185333	8627505.66666667	Aspartate and asparagine metabolism	12	44	0.005217643	E357	row130	M+H[1+]	C00327	L-Citrulline; 2-Amino-5-ureidovaleric acid; Citrulline	176.1030798	85.78159895	8.2835e-4	5.1941	L-Citrulline; 2-Amino-5-ureidovaler
176.1030798	176.103079838448	85.7815989516264	2979624.66666667	1374097.5	2205244.33333333	3307281.66666667	1223477.33333333	5732918.33333333	12059629	5901441.33333333	6185333	8627505.66666667	Arginine and Proline Metabolism	8	26	0.008208396	E357	row130	M+H[1+]	C00327	L-Citrulline; 2-Amino-5-ureidovaleric acid; Citrulline	176.1030798	85.78159895	8.2835e-4	5.1941	L-Citrulline; 2-Amino-5-ureidovaler
180.0871164	180.08711638889	37.7274236761509	1644583	2229817.66666667	1773596.33333333	1821726.66666667	1833948.33333333	2102678	2560631	2669704.33333333	2328746.33333333	2693578.33333333	Aminosugars metabolism	5	14	0.01320167	E312	row237	M+H[1+]	C00329	D-Glucosamine; Chitosamine; 2-Amino-2-deoxy-D-glucose	180.0871164	37.72742368	0.0032997	4.1297	D-Glucosamine; Chitosamine; 2-Amino
180.0871164	180.08711638889	37.7274236761509	1644583	2229817.66666667	1773596.33333333	1821726.66666667	1833948.33333333	2102678	2560631	2669704.33333333	2328746.33333333	2693578.33333333	Hexose phosphorylation	3	9	0.049960462	E312	row237	M+H[1+]	C00329	D-Glucosamine; Chitosamine; 2-Amino-2-deoxy-D-glucose	180.0871164	37.72742368	0.0032997	4.1297	D-Glucosamine; Chitosamine; 2-Amino
182.0813095	182.081309511751	50.8760616005572	12387441	19812245.6666667	22038157	24343696	24570452.3333333	44848975.3333333	41365126.3333333	58519221.6666667	52543445.3333333	65916365.6666667	Biopterin metabolism	2	2	0.00721428	E716	row77	M+H[1+]	C00082;CE2174	L-Tyrosine; (S)-3-(p-Hydroxyphenyl)alanine; (S)-2-Amino-3-(p-hydroxyphenyl)propionic acid; Tyrosine$	182.0813095	50.8760616	2.4807e-4	6.2412	L-Tyrosine; (S)-3-(p-Hydroxyphenyl)
182.0813095	182.081309511751	50.8760616005572	12387441	19812245.6666667	22038157	24343696	24570452.3333333	44848975.3333333	41365126.3333333	58519221.6666667	52543445.3333333	65916365.6666667	Tyrosine metabolism	8	34	0.039015934	E716	row77	M+H[1+]	C00082;CE2174	L-Tyrosine; (S)-3-(p-Hydroxyphenyl)alanine; (S)-2-Amino-3-(p-hydroxyphenyl)propionic acid; Tyrosine$	182.0813095	50.8760616	2.4807e-4	6.2412	L-Tyrosine; (S)-3-(p-Hydroxyphenyl)
184.073406	184.07340600278	44.0808256989759	26582	115906	27376.6666666667	54981	49796	1667002.66666667	298539.666666667	846805.666666667	462130.666666667	39199.3333333333	Tyrosine metabolism	8	34	0.039015934	E511	row507	M[1+]	C00588;C05594	Choline phosphate; Phosphorylcholine; Phosphocholine; O-Phosphocholine$3-Methoxy-4-hydroxyphenylethyleneglycol	184.073406	44.0808257	0.016743	3.0128	Choline phosphate; Phosphorylcholin
184.073406	184.07340600278	44.0808256989759	26582	115906	27376.6666666667	54981	49796	1667002.66666667	298539.666666667	846805.666666667	462130.666666667	39199.3333333333	Glycerophospholipid metabolism	7	27	0.029708378	E511	row507	M[1+]	C00588;C05594	Choline phosphate; Phosphorylcholine; Phosphocholine; O-Phosphocholine$3-Methoxy-4-hydroxyphenylethyleneglycol	184.073406	44.0808257	0.016743	3.0128	Choline phosphate; Phosphorylcholin
185.0817434	185.081743439002	42.0834184413299	1447584.33333333	2039010.33333333	1704667.33333333	2346971	2098710.33333333	2520623.66666667	2446266	2922169.66666667	2988533.66666667	3979385.33333333	Tyrosine metabolism	8	34	0.039015934	E511	row345	M+H[1+]	C00588;C05594	Choline phosphate; Phosphorylcholine; Phosphocholine; O-Phosphocholine$3-Methoxy-4-hydroxyphenylethyleneglycol	185.0817434	42.08341844	0.0074549	3.555	Choline phosphate; Phosphorylcholin
185.0817434	185.081743439002	42.0834184413299	1447584.33333333	2039010.33333333	1704667.33333333	2346971	2098710.33333333	2520623.66666667	2446266	2922169.66666667	2988533.66666667	3979385.33333333	Glycerophospholipid metabolism	7	27	0.029708378	E511	row345	M+H[1+]	C00588;C05594	Choline phosphate; Phosphorylcholine; Phosphocholine; O-Phosphocholine$3-Methoxy-4-hydroxyphenylethyleneglycol	185.0817434	42.08341844	0.0074549	3.555	Choline phosphate; Phosphorylcholin
185.1034282	185.103428182997	61.1388690533914	426035.666666667	169285	675874.666666667	1417465.66666667	175564.333333333	1303581.66666667	1187043	1178731.33333333	1381869.66666667	2535185	Aspartate and asparagine metabolism	12	44	0.005217643	E42	row552	M+Na[1+]	C00487	Carnitine; gamma-Trimethyl-hydroxybutyrobetaine; 3-Hydroxy-4-trimethylammoniobutanoate	185.1034282	61.13886905	0.019473	2.9139	Carnitine; gamma-Trimethyl-hydroxyb
186.0162947	186.016294656195	281.868803250656	471170.666666667	2353629.66666667	1472300.66666667	1869193.66666667	2903492.66666667	122718.833333334	122718.833333334	704679.333333333	122718.833333334	122718.833333334	Glycine, serine, alanine and threonine metabolism	9	34	0.014490744	E154	row178	M+H[1+]	C01005;C02532	O-Phospho-L-serine; L-O-Phosphoserine; 3-Phosphoserine; Dexfosfoserine$D-O-Phosphoserine	186.0162947	281.8688033	0.0017057	-4.622	O-Phospho-L-serine; L-O-Phosphoseri
188.1757789	188.175778888393	77.3958077708709	746274	1555605	1596225.33333333	1963302	2484186	56231829	68668947.6666667	5775542.66666667	64515053	49446338.6666667	Aspartate and asparagine metabolism	12	44	0.005217643	E309	row78	M+H[1+]	C01029;C00612	$N1-Acetylspermidine	188.1757789	77.39580777	2.5383e-4	6.22	$N1-Acetylspermidine
222.0972852	222.097285165966	52.7523042697496	122718.833333334	449195.5	122718.833333334	122718.833333334	122718.833333334	722154.333333333	799433.333333333	1035160.66666667	1023363	1446031.33333333	Aminosugars metabolism	5	14	0.01320167	E484	row74	M+H[1+]	C00645;C01074;C00140;C01132	N-Acetyl-D-mannosamine; 2-Acetamido-2-deoxy-D-mannose$N-Acetylgalactosamine; N-Acetylchondrosamine; 2-Acetamido-2-deoxygalactose; GalNAc$N-Acetyl-D-glucosamine; N-Acetylchitosamine; 2-Acetamido-2-deoxy-D-glucose; GlcNAc$N-Acetyl-D-galactosamine; N-Acetyl-D-chondrosamine; 2-Acetamido-2-deoxy-D-galactose	222.0972852	52.75230427	2.2339e-4	6.3383	N-Acetyl-D-mannosamine; 2-Acetamido
238.0093912	238.009391214049	273.51612577526	342887	560064	236868.5	522657.5	362493.666666667	264588.666666667	237392.5	129456	122718.833333334	122718.833333334	Glycine, serine, alanine and threonine metabolism	9	34	0.014490744	E354	row325	M+Na[1+]	C06055	O-Phospho-4-hydroxy-L-threonine; 4-(Phosphonooxy)-threonine; 4-(Phosphonooxy)-L-threonine	238.0093912	273.5161258	0.0063332	-3.6674	O-Phospho-4-hydroxy-L-threonine; 4-
261.0368721	261.036872058047	107.169058039431	2190336.33333333	2409531	2038252.66666667	2639015	2765088	5019937	6172042	7150154.33333333	6027043.66666667	6211320.33333333	Hexose phosphorylation	3	9	0.049960462	E118	row12	M+H[1+]	C02965;C05345;C00085;C00103;C02976;C01171;C00636;C00092;C01172;C01177;C03862;C04006;C01097;C01094;C00668;C03546;C00446;C03735;C00275;CE3075	D-Hexose 6-phosphate$beta-D-Fructose 6-phosphate$D-Fructose 6-phosphate; D-Fructose 6-phosphoric acid; Neuberg ester$D-Glucose 1-phosphate; alpha-D-Glucose 1-phosphate; Cori ester; D-Glucose alpha-1-phosphate$Fructose 1-phosphate$alpha-D-Hexose 1-phosphate$D-Mannose 1-phosphate; alpha-D-Mannose 1-phosphate$D-Glucose 6-phosphate; Glucose 6-phosphate; Robison ester$beta-D-Glucose 6-phosphate$Inositol 1-phosphate; myo-Inositol 1-phosphate; 1D-myo-Inositol 1-phosphate; D-myo-Inositol 1-phosphate; 1D-myo-Inositol 1-monophosphate$Dolichyl phosphate D-mannose; Dolichyl D-mannosyl phosphate$1D-myo-Inositol 3-phosphate; D-myo-Inositol 3-phosphate; myo-Inositol 3-phosphate; Inositol 3-phosphate; 1D-myo-Inositol 3-monophosphate; D-myo-Inositol 3-monophosphate; myo-Inositol 3-monophosphate; Inositol 3-monophosphate; 1L-myo-Inositol 1-phosphate; L-myo-Inositol 1-phosphate$D-Tagatose 6-phosphate$D-Fructose 1-phosphate$alpha-D-Glucose 6-phosphate$myo-Inositol 4-phosphate; D-myo-Inositol 4-phosphate; 1D-myo-Inositol 4-phosphate; 1D-myo-Inositol 4-monophosphate; Inositol 4-phosphate$alpha-D-Galactose 1-phosphate; alpha-D-Galactopyranose 1-phosphate$alpha-D-Hexose 6-phosphate$D-Mannose 6-phosphate$sorbitol 3-phosphate	261.0368721	107.169058	2.67e-6	11.658	D-Hexose 6-phosphate$beta-D-Fructos
261.0368721	261.036872058047	107.169058039431	2190336.33333333	2409531	2038252.66666667	2639015	2765088	5019937	6172042	7150154.33333333	6027043.66666667	6211320.33333333	Aminosugars metabolism	5	14	0.01320167	E118	row12	M+H[1+]	C02965;C05345;C00085;C00103;C02976;C01171;C00636;C00092;C01172;C01177;C03862;C04006;C01097;C01094;C00668;C03546;C00446;C03735;C00275;CE3075	D-Hexose 6-phosphate$beta-D-Fructose 6-phosphate$D-Fructose 6-phosphate; D-Fructose 6-phosphoric acid; Neuberg ester$D-Glucose 1-phosphate; alpha-D-Glucose 1-phosphate; Cori ester; D-Glucose alpha-1-phosphate$Fructose 1-phosphate$alpha-D-Hexose 1-phosphate$D-Mannose 1-phosphate; alpha-D-Mannose 1-phosphate$D-Glucose 6-phosphate; Glucose 6-phosphate; Robison ester$beta-D-Glucose 6-phosphate$Inositol 1-phosphate; myo-Inositol 1-phosphate; 1D-myo-Inositol 1-phosphate; D-myo-Inositol 1-phosphate; 1D-myo-Inositol 1-monophosphate$Dolichyl phosphate D-mannose; Dolichyl D-mannosyl phosphate$1D-myo-Inositol 3-phosphate; D-myo-Inositol 3-phosphate; myo-Inositol 3-phosphate; Inositol 3-phosphate; 1D-myo-Inositol 3-monophosphate; D-myo-Inositol 3-monophosphate; myo-Inositol 3-monophosphate; Inositol 3-monophosphate; 1L-myo-Inositol 1-phosphate; L-myo-Inositol 1-phosphate$D-Tagatose 6-phosphate$D-Fructose 1-phosphate$alpha-D-Glucose 6-phosphate$myo-Inositol 4-phosphate; D-myo-Inositol 4-phosphate; 1D-myo-Inositol 4-phosphate; 1D-myo-Inositol 4-monophosphate; Inositol 4-phosphate$alpha-D-Galactose 1-phosphate; alpha-D-Galactopyranose 1-phosphate$alpha-D-Hexose 6-phosphate$D-Mannose 6-phosphate$sorbitol 3-phosphate	261.0368721	107.169058	2.67e-6	11.658	D-Hexose 6-phosphate$beta-D-Fructos
261.0368721	261.036872058047	107.169058039431	2190336.33333333	2409531	2038252.66666667	2639015	2765088	5019937	6172042	7150154.33333333	6027043.66666667	6211320.33333333	Glycerophospholipid metabolism	7	27	0.029708378	E118	row12	M+H[1+]	C02965;C05345;C00085;C00103;C02976;C01171;C00636;C00092;C01172;C01177;C03862;C04006;C01097;C01094;C00668;C03546;C00446;C03735;C00275;CE3075	D-Hexose 6-phosphate$beta-D-Fructose 6-phosphate$D-Fructose 6-phosphate; D-Fructose 6-phosphoric acid; Neuberg ester$D-Glucose 1-phosphate; alpha-D-Glucose 1-phosphate; Cori ester; D-Glucose alpha-1-phosphate$Fructose 1-phosphate$alpha-D-Hexose 1-phosphate$D-Mannose 1-phosphate; alpha-D-Mannose 1-phosphate$D-Glucose 6-phosphate; Glucose 6-phosphate; Robison ester$beta-D-Glucose 6-phosphate$Inositol 1-phosphate; myo-Inositol 1-phosphate; 1D-myo-Inositol 1-phosphate; D-myo-Inositol 1-phosphate; 1D-myo-Inositol 1-monophosphate$Dolichyl phosphate D-mannose; Dolichyl D-mannosyl phosphate$1D-myo-Inositol 3-phosphate; D-myo-Inositol 3-phosphate; myo-Inositol 3-phosphate; Inositol 3-phosphate; 1D-myo-Inositol 3-monophosphate; D-myo-Inositol 3-monophosphate; myo-Inositol 3-monophosphate; Inositol 3-monophosphate; 1L-myo-Inositol 1-phosphate; L-myo-Inositol 1-phosphate$D-Tagatose 6-phosphate$D-Fructose 1-phosphate$alpha-D-Glucose 6-phosphate$myo-Inositol 4-phosphate; D-myo-Inositol 4-phosphate; 1D-myo-Inositol 4-phosphate; 1D-myo-Inositol 4-monophosphate; Inositol 4-phosphate$alpha-D-Galactose 1-phosphate; alpha-D-Galactopyranose 1-phosphate$alpha-D-Hexose 6-phosphate$D-Mannose 6-phosphate$sorbitol 3-phosphate	261.0368721	107.169058	2.67e-6	11.658	D-Hexose 6-phosphate$beta-D-Fructos
302.3053589	302.30535893299	28.1945372457064	94616.5	227875	143608.5	93184.6666666667	472423.666666667	98238	122718.833333334	122718.833333334	1067413	122718.833333334	Glycerophospholipid metabolism	7	27	0.029708378	E327	row5573	M+H[1+]	C00836	Sphinganine; Dihydrosphingosine; 2-Amino-1,3-dihydroxyoctadecane	302.3053589	28.19453725	0.89958	0.13026	Sphinganine; Dihydrosphingosine; 2-
308.0908928	308.090892807133	65.4640354318783	10014455	744694.666666667	4606341.66666667	1386904.33333333	1856353.33333333	31488940.6666667	23572720.6666667	14424758	20493909.6666667	32016853.6666667	Tyrosine metabolism	8	34	0.039015934	E788	row171	M+H[1+]	C00051	Glutathione; 5-L-Glutamyl-L-cysteinylglycine; N-(N-gamma-L-Glutamyl-L-cysteinyl)glycine; gamma-L-Glutamyl-L-cysteinyl-glycine; GSH; Reduced glutathione	308.0908928	65.46403543	0.0015698	4.6859	Glutathione; 5-L-Glutamyl-L-cystein
308.0908928	308.090892807133	65.4640354318783	10014455	744694.666666667	4606341.66666667	1386904.33333333	1856353.33333333	31488940.6666667	23572720.6666667	14424758	20493909.6666667	32016853.6666667	Aspartate and asparagine metabolism	12	44	0.005217643	E788	row171	M+H[1+]	C00051	Glutathione; 5-L-Glutamyl-L-cysteinylglycine; N-(N-gamma-L-Glutamyl-L-cysteinyl)glycine; gamma-L-Glutamyl-L-cysteinyl-glycine; GSH; Reduced glutathione	308.0908928	65.46403543	0.0015698	4.6859	Glutathione; 5-L-Glutamyl-L-cystein
308.0908928	308.090892807133	65.4640354318783	10014455	744694.666666667	4606341.66666667	1386904.33333333	1856353.33333333	31488940.6666667	23572720.6666667	14424758	20493909.6666667	32016853.6666667	Glycine, serine, alanine and threonine metabolism	9	34	0.014490744	E788	row171	M+H[1+]	C00051	Glutathione; 5-L-Glutamyl-L-cysteinylglycine; N-(N-gamma-L-Glutamyl-L-cysteinyl)glycine; gamma-L-Glutamyl-L-cysteinyl-glycine; GSH; Reduced glutathione	308.0908928	65.46403543	0.0015698	4.6859	Glutathione; 5-L-Glutamyl-L-cystein
324.2895657	324.28956574511	26.2445011078844	122718.833333334	122718.833333334	328807.5	122718.833333334	162877.5	620756.5	1274803	5805835.33333333	624998.666666667	2212761.66666667	Glycerophospholipid metabolism	7	27	0.029708378	E327	row161	M+Na[1+]	C00836	Sphinganine; Dihydrosphingosine; 2-Amino-1,3-dihydroxyoctadecane	324.2895657	26.24450111	0.0013777	4.7873	Sphinganine; Dihydrosphingosine; 2-
